id_usuario,horas_ouvidas_rock,horas_ouvidas_samba,horas_ouvidas_pop,horas_ouvidas_rap
2621,32,17,11,35
2622,5,22,30,26
2623,5,14,38,26
2624,50,41,9,6
2625,33,36,14,21
2626,39,31,2,8
2627,21,9,41,26
2628,10,26,33,20
2629,36,24,28,26
2630,6,16,21,21
2631,41,35,44,40
2632,39,33,26,23
2633,29,50,47,45
2634,35,31,0,22
2635,41,49,11,7
2636,12,30,6,16
2637,29,11,6,38
2638,25,27,28,36
2639,48,45,42,17
2640,6,13,3,24
2641,3,7,3,3
2642,26,50,38,45
2643,2,38,49,44
2644,29,31,6,25
2645,47,2,30,0
2646,35,31,23,48
2647,37,19,10,31
2648,44,48,30,16
2649,35,28,46,21
2650,43,6,33,30
2651,37,25,23,0
2652,32,5,44,9
2653,48,25,12,21
2654,49,20,31,35
2655,0,47,17,41
2656,32,28,38,43
2657,7,18,23,2
2658,3,15,29,19
2659,28,4,45,3
2660,23,10,40,47
2661,6,33,0,17
2662,28,22,18,2
2663,12,30,32,9
2664,0,21,5,12
2665,10,15,20,36
2666,38,29,49,42
2667,31,13,8,37
2668,40,50,26,4
2669,10,7,14,19
2670,50,12,21,8
2671,14,2,36,38
2672,26,14,40,9
2673,11,16,10,49
2674,34,0,21,30
2675,27,40,49,37
2676,37,46,26,37
2677,14,9,3,23
2678,35,23,29,31
2679,50,42,4,48
2680,24,4,24,24
2681,41,36,35,24
2682,19,3,27,45
2683,23,6,32,2
2684,27,14,17,15
2685,40,48,32,4
2686,32,14,2,26
2687,50,26,8,6
2688,40,17,25,17
2689,40,45,8,23
2690,8,0,9,14
2691,3,29,13,15
2692,49,21,41,19
2693,20,49,49,45
2694,15,30,37,8
2695,28,35,25,4
2696,32,39,34,39
2697,28,47,23,40
2698,33,46,22,12
2699,16,46,26,25
2700,25,2,17,26
2701,0,11,17,21
2702,23,9,48,13
2703,32,6,3,50
2704,10,34,21,4
2705,6,13,50,16
2706,50,8,37,37
2707,40,7,14,23
2708,18,18,28,41
2709,17,27,40,28
2710,36,14,9,22
2711,45,43,13,35
2712,21,27,20,44
2713,16,40,2,18
2714,21,48,22,16
2715,25,15,35,44
2716,49,18,6,17
2717,23,17,49,49
2718,42,44,45,18
2719,33,0,3,21
2720,8,1,44,11
2721,37,18,44,41
2722,44,44,11,3
2723,1,21,4,34
2724,0,28,44,34
2725,47,43,41,50
2726,3,33,21,0
2727,44,12,18,37
2728,5,17,40,42
2729,7,6,20,26
2730,11,19,45,27
2731,45,36,41,15
2732,40,37,38,24
2733,8,45,7,40
2734,32,32,6,38
2735,23,44,47,50
2736,22,14,31,17
2737,36,12,49,35
2738,2,26,16,17
2739,21,3,30,46
2740,35,19,22,50
2741,40,32,13,29
2742,11,44,4,27
2743,35,35,33,16
2744,17,11,44,37
2745,35,3,9,32
2746,27,46,21,20
2747,31,19,23,24
2748,44,27,45,47
2749,47,19,4,23
2750,9,34,9,11
2751,2,36,22,40
2752,0,13,50,28
2753,23,30,16,31
2754,19,13,46,35
2755,38,6,47,40
2756,49,17,31,22
2757,12,38,27,20
2758,14,43,36,23
2759,24,37,36,49
2760,34,4,31,15
2761,24,45,24,15
2762,17,4,37,34
2763,17,7,34,39
2764,8,46,37,22
2765,9,41,28,14
2766,29,29,26,2
2767,3,9,49,43
2768,8,39,10,43
2769,45,39,23,47
2770,11,17,19,14
2771,40,13,3,24
2772,11,42,35,45
2773,29,0,13,42
2774,43,11,47,6
2775,39,27,23,30
2776,7,27,20,3
2777,45,10,16,26
2778,8,33,0,28
2779,14,46,46,24
2780,40,17,7,48
2781,42,1,7,32
2782,15,39,24,46
2783,1,30,16,14
2784,43,49,17,34
2785,29,12,11,31
2786,2,35,10,31
2787,37,14,27,4
2788,5,40,26,10
2789,27,36,11,40
2790,10,16,25,44
2791,11,44,7,13
2792,39,15,19,14
2793,50,11,24,9
2794,48,19,7,3
2795,49,43,36,13
2796,4,20,3,43
2797,8,1,15,36
2798,25,15,0,27
2799,21,50,33,45
2800,34,24,40,1
2801,9,23,2,2
2802,50,45,14,4
2803,33,27,12,6
2804,45,27,30,34
2805,16,43,50,29
2806,18,32,28,30
2807,35,19,8,4
2808,36,19,24,14
2809,18,34,19,19
2810,37,8,1,24
2811,29,45,24,30
2812,21,16,10,9
2813,48,45,11,7
2814,32,11,34,41
2815,12,27,12,50
2816,10,23,50,14
2817,27,24,45,32
2818,37,39,18,46
2819,3,38,4,37
2820,9,30,6,9
2821,30,46,39,16
2822,42,4,28,15
2823,31,26,4,4
2824,15,25,3,14
2825,1,48,37,12
2826,14,8,18,43
2827,18,9,27,1
2828,37,33,9,18
2829,4,18,17,30
2830,10,2,20,2
2831,50,35,46,18
2832,23,25,44,13
2833,3,14,31,29
2834,20,39,0,49
2835,17,28,48,31
2836,11,9,6,12
2837,37,27,2,45
2838,28,29,18,27
2839,40,42,7,30
2840,40,45,46,30
2841,39,20,36,8
2842,2,49,12,50
2843,10,41,47,43
2844,30,4,37,26
2845,0,33,40,45
2846,29,11,12,7
2847,13,26,42,16
2848,16,43,41,1
2849,45,43,38,21
2850,44,9,49,38
2851,19,2,13,3
2852,18,12,11,3
2853,9,47,32,36
2854,36,4,0,33
2855,5,40,18,38
2856,20,46,48,39
2857,1,20,49,15
2858,0,8,43,25
2859,20,13,50,31
2860,13,22,27,7
2861,29,46,13,28
2862,19,9,17,36
2863,3,7,41,26
2864,32,34,20,50
2865,21,34,40,48
2866,47,20,27,40
2867,37,6,21,32
2868,0,31,37,16
2869,24,5,28,40
2870,36,50,19,8
2871,25,10,40,22
2872,47,24,22,49
2873,6,14,50,0
2874,7,34,15,5
2875,49,4,9,31
2876,32,23,14,33
2877,32,45,39,44
2878,4,46,11,42
2879,34,11,27,2
2880,15,25,6,45
2881,10,34,35,43
2882,35,26,18,4
2883,5,14,46,35
2884,31,38,40,45
2885,26,6,21,15
2886,2,18,27,11
2887,14,49,24,10
2888,31,44,42,34
2889,23,8,37,50
2890,0,18,40,45
2891,17,17,46,29
2892,36,11,27,33
2893,14,44,9,11
2894,5,22,43,25
2895,11,14,42,43
2896,44,42,48,16
2897,44,28,16,15
2898,26,49,22,9
2899,5,32,37,25
2900,9,48,44,23
2901,47,44,49,8
2902,40,47,10,25
2903,29,3,19,26
2904,42,43,46,9
2905,3,22,41,7
2906,33,21,32,22
2907,29,27,28,32
2908,16,16,46,34
2909,46,34,48,23
2910,9,50,12,10
2911,26,24,23,29
2912,4,28,11,32
2913,13,25,18,3
2914,33,6,4,25
2915,49,45,35,28
2916,29,46,36,20
2917,12,28,16,36
2918,48,15,48,13
2919,49,31,47,38
2920,40,43,41,38
2921,16,39,32,6
2922,42,45,43,35
2923,20,41,3,1
2924,19,12,48,35
2925,45,4,18,39
2926,35,36,20,46
2927,2,29,8,15
2928,10,4,27,46
2929,2,15,35,42
2930,49,35,6,16
2931,4,34,0,43
2932,22,40,11,15
2933,5,26,9,3
2934,9,39,15,29
2935,40,9,22,34
2936,44,26,37,17
2937,41,11,21,24
2938,1,24,39,49
2939,32,34,6,26
2940,32,8,6,6
2941,43,17,29,29
2942,1,11,26,37
2943,0,45,35,38
2944,39,32,35,48
2945,46,27,49,36
2946,43,24,0,24
2947,37,30,27,14
2948,11,6,23,42
2949,20,9,17,16
2950,18,46,33,13
2951,13,7,49,35
2952,35,47,27,19
2953,21,43,12,43
2954,17,23,32,42
2955,39,34,32,11
2956,10,48,36,22
2957,26,3,11,27
2958,13,31,16,24
2959,22,38,6,21
2960,25,44,6,20
2961,43,21,26,15
2962,19,5,16,10
2963,19,23,40,3
2964,6,0,22,21
2965,42,13,20,29
2966,15,1,15,14
2967,48,21,5,23
2968,4,38,6,20
2969,42,26,14,41
2970,29,40,5,7
2971,33,11,41,24
2972,37,17,47,39
2973,13,30,14,2
2974,41,42,6,42
2975,28,36,24,28
2976,20,22,35,35
2977,30,0,33,20
2978,5,49,37,29
2979,2,7,5,50
2980,48,6,44,38
2981,36,50,39,37
2982,4,45,16,33
2983,6,1,42,17
2984,13,50,39,41
2985,39,28,20,4
2986,22,42,12,2
2987,28,39,2,45
2988,24,42,19,47
2989,46,14,22,35
2990,50,32,4,19
2991,39,14,2,31
2992,14,40,37,8
2993,47,24,10,6
2994,46,8,6,3
2995,18,27,37,20
2996,43,15,0,37
2997,31,15,11,30
2998,42,0,27,16
2999,24,10,9,19
3000,23,2,47,9
3001,7,44,23,12
3002,11,10,32,30
3003,36,38,28,30
3004,30,28,8,24
3005,18,40,12,38
3006,3,30,29,7
3007,15,35,6,40
3008,38,4,27,31
3009,17,15,26,6
3010,0,23,43,22
3011,43,18,23,47
3012,27,31,34,31
3013,37,10,42,18
3014,50,50,17,27
3015,32,14,9,3
3016,8,33,31,35
3017,48,38,46,47
3018,1,12,0,2
3019,5,0,31,25
3020,0,37,2,3
3021,36,1,47,37
3022,19,34,44,38
3023,47,35,0,40
3024,30,33,31,27
3025,0,49,40,10
3026,13,30,32,42
3027,47,32,18,6
3028,2,37,30,0
3029,5,15,15,27
3030,13,27,32,48
3031,39,3,3,35
3032,23,13,49,14
3033,23,6,50,32
3034,49,43,12,12
3035,34,10,1,5
3036,26,36,18,12
3037,6,5,28,35
3038,9,49,50,23
3039,0,0,47,14
3040,48,3,50,25
3041,35,35,11,40
3042,1,12,22,26
3043,41,12,22,27
3044,27,9,50,15
3045,20,38,30,2
3046,48,26,16,20
3047,42,4,47,12
3048,24,11,37,20
3049,35,32,4,2
3050,5,15,9,18
3051,40,50,42,34
3052,42,48,12,23
3053,3,40,37,38
3054,38,43,7,45
3055,3,3,35,39
3056,3,13,26,9
3057,27,6,15,42
3058,37,30,16,32
3059,3,3,1,8
3060,30,26,35,5
3061,25,17,3,40
3062,28,3,26,24
3063,38,12,22,4
3064,5,24,10,50
3065,25,48,10,0
3066,22,16,33,8
3067,47,39,9,22
3068,36,45,42,35
3069,18,18,10,15
3070,26,21,22,29
3071,34,44,20,37
3072,20,21,44,32
3073,34,27,28,36
3074,33,7,12,30
3075,37,39,38,14
3076,42,4,14,6
3077,27,9,27,0
3078,47,42,31,10
3079,25,45,40,47
3080,19,44,39,4
3081,46,4,19,20
3082,12,42,48,47
3083,40,29,26,31
3084,15,21,46,33
3085,26,33,4,14
3086,33,32,21,1
3087,47,36,28,41
3088,29,22,49,25
3089,8,33,2,35
3090,18,17,2,18
3091,23,8,0,37
3092,36,18,26,46
3093,50,10,0,7
3094,18,50,20,1
3095,47,19,27,28
3096,39,6,14,28
3097,31,42,46,27
3098,2,46,25,27
3099,21,19,18,20
3100,44,0,33,29
3101,42,48,40,37
3102,1,15,2,16
3103,13,42,38,13
3104,26,5,5,26
3105,0,24,38,29
3106,18,46,26,37
3107,41,19,49,8
3108,48,27,33,31
3109,8,15,26,5
3110,0,31,9,36
3111,46,46,36,21
3112,40,40,1,1
3113,2,27,3,41
3114,23,4,40,10
3115,28,12,35,11
3116,42,4,13,2
3117,39,30,37,41
3118,46,18,43,3
3119,2,35,13,27
3120,36,16,49,0
3121,7,21,34,28
3122,33,9,23,43
3123,39,8,19,17
3124,13,28,20,36
3125,23,0,45,23
3126,22,30,20,39
3127,40,29,42,14
3128,37,7,20,33
3129,28,5,14,21
3130,11,19,44,32
3131,1,20,26,32
3132,37,35,29,19
3133,17,22,1,37
3134,28,15,30,45
3135,21,5,26,28
3136,49,41,26,27
3137,25,19,38,28
3138,45,31,44,11
3139,12,24,24,11
3140,48,33,47,20
3141,40,26,12,19
3142,43,21,14,23
3143,12,46,23,20
3144,22,33,46,22
3145,45,9,5,31
3146,14,28,24,40
3147,42,20,44,18
3148,41,36,43,47
3149,14,49,47,26
3150,23,37,41,50
3151,18,42,11,46
3152,29,22,30,24
3153,4,13,7,17
3154,1,30,2,14
3155,5,6,19,30
3156,2,8,4,2
3157,2,32,29,33
3158,50,23,3,24
3159,28,32,34,27
3160,19,46,41,7
3161,7,2,27,10
3162,10,48,16,1
3163,24,46,17,28
3164,1,4,40,36
3165,27,48,43,37
3166,27,23,23,47
3167,50,40,18,1
3168,37,48,17,36
3169,25,40,40,49
3170,26,1,37,32
3171,40,35,14,6
3172,31,19,0,10
3173,21,19,18,50
3174,43,32,39,47
3175,50,15,2,25
3176,37,49,42,26
3177,4,28,28,13
3178,19,7,33,35
3179,40,33,37,48
3180,13,39,40,38
3181,50,1,5,26
3182,31,38,44,20
3183,18,7,41,9
3184,3,18,42,12
3185,17,6,7,32
3186,47,47,11,40
3187,42,14,30,18
3188,12,44,29,12
3189,14,5,23,47
3190,17,20,49,42
3191,28,48,12,31
3192,3,47,13,41
3193,32,6,47,41
3194,42,49,42,17
3195,8,16,1,46
3196,44,6,9,49
3197,3,24,43,47
3198,13,20,31,20
3199,0,11,39,8
3200,0,23,27,34
3201,10,19,33,12
3202,3,19,8,24
3203,22,23,34,18
3204,46,23,6,37
3205,46,2,34,15
3206,47,42,6,30
3207,29,11,6,20
3208,34,13,10,1
3209,30,27,50,15
3210,10,42,36,7
3211,30,44,33,39
3212,8,49,20,27
3213,44,38,41,36
3214,34,38,17,18
3215,49,49,44,22
3216,48,14,48,34
3217,30,14,15,13
3218,49,32,28,46
3219,4,0,45,38
3220,18,30,44,19
3221,22,44,39,39
3222,48,23,4,32
3223,30,0,48,25
3224,45,32,28,12
3225,3,46,41,49
3226,31,40,17,31
3227,48,44,33,34
3228,37,25,21,32
3229,0,43,43,46
3230,24,29,22,33
3231,7,47,31,41
3232,2,38,32,19
3233,13,22,18,25
3234,14,5,3,14
3235,4,11,4,4
3236,44,50,21,15
3237,5,14,10,10
3238,36,17,28,6
3239,23,3,6,12
3240,4,24,13,40
3241,21,48,5,12
3242,40,20,20,36
3243,0,7,29,47
3244,29,14,27,46
3245,12,44,33,32
3246,36,47,36,18
3247,24,32,33,44
3248,33,36,2,9
3249,47,28,7,34
3250,26,21,40,6
3251,43,43,49,6
3252,32,22,2,17
3253,17,0,2,10
3254,29,48,46,12
3255,35,29,44,15
3256,33,25,34,47
3257,36,10,5,45
3258,8,8,28,10
3259,19,18,38,10
3260,30,42,4,48
3261,34,41,16,48
3262,2,44,28,26
3263,17,24,17,49
3264,49,32,37,35
3265,5,18,0,16
3266,19,44,25,21
3267,20,9,49,6
3268,5,32,22,46
3269,14,14,1,2
3270,28,22,39,25
3271,5,13,35,23
3272,30,30,31,33
3273,19,42,48,17
3274,23,34,18,27
3275,19,44,42,14
3276,45,42,6,3
3277,25,28,15,36
3278,36,13,39,43
3279,16,6,12,0
3280,50,7,23,30
3281,32,32,37,37
3282,22,36,31,11
3283,14,11,14,2
3284,24,28,32,45
3285,36,30,42,30
3286,11,18,20,40
3287,31,44,2,33
3288,15,16,48,12
3289,13,10,38,18
3290,7,20,31,35
3291,18,48,12,17
3292,29,41,32,18
3293,36,36,32,23
3294,14,4,5,35
3295,46,19,4,48
3296,11,26,23,30
3297,4,37,32,48
3298,43,21,27,40
3299,6,10,37,15
3300,27,44,37,13
3301,46,25,18,4
3302,4,47,48,29
3303,24,33,19,37
3304,10,7,10,3
3305,50,50,30,30
3306,40,22,15,22
3307,0,47,15,4
3308,34,44,38,33
3309,35,24,32,18
3310,24,7,41,3
3311,4,4,18,20
3312,19,50,40,31
3313,34,15,0,24
3314,33,42,10,49
3315,43,17,16,24
3316,9,49,27,17
3317,44,25,25,9
3318,21,44,4,41
3319,35,30,37,13
3320,43,0,15,14
3321,19,29,41,0
3322,23,32,27,28
3323,49,25,17,6
3324,49,35,36,13
3325,24,10,6,18
3326,43,49,2,17
3327,29,50,33,28
3328,10,49,32,9
3329,42,15,50,32
3330,33,5,11,27
3331,44,29,50,42
3332,36,41,15,22
3333,42,44,1,14
3334,16,30,49,22
3335,6,43,34,25
3336,25,1,20,11
3337,27,5,42,42
3338,45,42,48,36
3339,41,19,5,37
3340,29,29,32,19
3341,14,10,46,35
3342,48,18,9,5
3343,16,19,27,15
3344,4,17,19,5
3345,24,29,25,43
3346,30,32,10,2
3347,18,16,40,19
3348,9,24,18,29
3349,48,25,31,48
3350,39,8,50,16
3351,4,16,36,41
3352,7,45,10,43
3353,43,30,43,26
3354,33,44,33,5
3355,47,8,4,33
3356,30,42,32,37
3357,5,25,29,1
3358,20,20,25,17
3359,2,15,2,39
3360,27,10,44,6
3361,16,5,7,37
3362,23,13,25,48
3363,8,32,37,43
3364,17,49,50,22
3365,11,12,3,34
3366,23,12,9,38
3367,28,15,29,20
3368,36,23,46,37
3369,3,48,50,36
3370,50,3,37,41
3371,23,42,27,48
3372,28,43,26,30
3373,5,5,25,15
3374,30,27,23,25
3375,7,38,22,31
3376,19,35,11,36
3377,23,19,11,41
3378,31,29,4,4
3379,34,1,4,25
3380,9,31,3,42
3381,18,33,28,4
3382,44,43,12,3
3383,34,2,11,10
3384,0,50,42,6
3385,39,3,18,1
3386,28,35,18,39
3387,22,42,41,9
3388,32,44,36,28
3389,19,42,23,41
3390,26,46,26,36
3391,27,28,22,18
3392,1,4,23,41
3393,30,11,1,0
3394,50,14,17,10
3395,49,1,0,19
3396,39,47,12,21
3397,9,21,26,4
3398,31,25,41,12
3399,28,22,16,41
3400,6,39,48,50
3401,39,26,33,4
3402,35,38,26,0
3403,1,48,30,42
3404,28,32,15,4
3405,4,50,15,36
3406,21,43,21,19
3407,41,13,26,29
3408,11,15,7,4
3409,45,10,22,38
3410,9,11,33,13
3411,25,35,38,33
3412,42,14,7,18
3413,46,2,3,30
3414,48,31,38,14
3415,17,29,46,16
3416,8,8,18,39
3417,30,27,21,47
3418,27,14,17,50
3419,12,24,27,26
3420,21,1,47,50
3421,31,10,1,1
3422,7,39,1,37
3423,23,40,29,1
3424,44,42,22,0
3425,29,21,26,48
3426,21,7,32,0
3427,35,23,49,0
3428,21,44,27,25
3429,30,25,14,18
3430,39,48,0,22
3431,33,11,25,4
3432,38,0,38,15
3433,21,25,18,31
3434,14,45,5,31
3435,0,8,8,25
3436,31,17,4,48
3437,46,33,30,46
3438,6,39,7,2
3439,9,8,15,49
3440,27,37,31,5
3441,0,9,43,15
3442,47,35,44,45
3443,42,5,25,22
3444,6,37,16,7
3445,26,0,30,17
3446,12,29,24,23
3447,30,45,31,4
3448,18,35,17,6
3449,19,43,6,32
3450,8,7,28,38
3451,36,44,41,25
3452,13,23,16,17
3453,12,6,27,39
3454,22,39,47,37
3455,30,38,42,0
3456,21,19,9,42
3457,48,12,34,22
3458,34,26,38,40
3459,16,0,18,45
3460,38,13,37,30
3461,50,50,38,10
3462,8,12,4,35
3463,23,14,24,29
3464,23,27,21,23
3465,9,6,26,7
3466,18,3,1,39
3467,31,30,44,30
3468,13,27,4,5
3469,27,28,9,49
3470,14,13,46,35
3471,29,15,47,1
3472,37,42,28,11
3473,34,0,18,14
3474,1,15,2,34
3475,0,13,8,11
3476,48,37,45,46
3477,32,48,34,18
3478,42,23,4,20
3479,49,39,6,26
3480,25,49,33,36
3481,23,17,48,37
3482,31,21,28,38
3483,46,20,6,9
3484,50,16,24,9
3485,2,50,25,5
3486,21,14,41,50
3487,29,22,18,41
3488,42,44,6,28
3489,22,24,24,0
3490,42,13,7,50
3491,22,23,50,13
3492,9,14,47,24
3493,11,38,8,49
3494,16,13,8,8
3495,37,42,41,18
3496,40,7,5,23
3497,24,28,41,47
3498,11,32,29,39
3499,11,9,30,18
3500,28,1,35,39
3501,48,49,35,16
3502,25,21,29,12
3503,1,18,40,3
3504,17,2,48,35
3505,34,20,45,6
3506,39,12,37,40
3507,34,22,7,31
3508,14,2,21,31
3509,23,18,40,14
3510,44,7,44,49
3511,19,13,28,44
3512,17,30,4,30
3513,9,25,10,37
3514,28,50,12,49
3515,3,15,23,48
3516,12,1,11,40
3517,42,48,6,20
3518,1,45,28,3
3519,29,33,17,37
3520,26,1,35,43
3521,6,41,44,1
3522,47,1,26,41
3523,17,29,38,45
3524,6,35,11,13
3525,26,38,18,1
3526,32,21,18,45
3527,1,26,14,44
3528,30,35,8,33
3529,7,33,2,30
3530,4,41,5,16
3531,48,10,23,0
3532,24,44,11,19
3533,17,22,35,44
3534,31,41,40,20
3535,8,38,45,2
3536,42,41,9,33
3537,35,16,34,14
3538,16,20,5,22
3539,20,5,30,40
3540,43,0,3,36
3541,45,11,16,44
3542,15,43,3,43
3543,0,46,46,28
3544,16,38,27,36
3545,3,46,43,30
3546,21,15,44,28
3547,16,16,43,41
3548,20,15,2,0
3549,41,20,16,2
3550,25,23,12,37
3551,49,30,14,6
3552,47,21,36,0
3553,32,50,20,17
3554,34,49,33,50
3555,1,42,36,50
3556,14,16,29,33
3557,50,45,13,11
3558,5,44,6,5
3559,49,18,2,41
3560,35,14,20,12
3561,2,37,31,33
3562,18,19,29,10
3563,17,1,22,19
3564,44,35,43,13
3565,29,39,29,44
3566,37,24,6,47
3567,11,16,46,6
3568,39,1,13,15
3569,24,11,2,20
3570,34,6,7,25
3571,10,29,23,46
3572,10,6,18,0
3573,49,45,29,28
3574,43,34,30,15
3575,41,23,21,15
3576,25,18,3,7
3577,50,4,8,21
3578,1,1,38,24
3579,7,3,23,34
3580,21,48,22,28
3581,6,44,27,23
3582,49,2,30,39
3583,14,11,12,45
3584,17,19,29,25
3585,8,9,23,21
3586,45,42,23,34
3587,9,39,14,11
3588,38,45,33,32
3589,30,13,14,17
3590,27,33,0,8
3591,36,44,13,4
3592,44,41,20,43
3593,37,12,16,10
3594,44,50,26,43
3595,47,0,39,40
3596,30,25,35,38
3597,43,20,13,3
3598,40,25,17,15
3599,37,22,38,16
3600,11,20,29,32
3601,25,14,28,35
3602,5,50,8,21
3603,21,13,41,7
3604,3,28,36,7
3605,11,37,43,13
3606,0,1,16,47
3607,21,16,50,30
3608,7,9,11,23
3609,27,50,21,19
3610,28,36,41,32
3611,12,7,43,13
3612,7,27,38,11
3613,1,38,10,32
3614,9,2,17,38
3615,34,35,49,42
3616,39,33,10,4
3617,45,20,33,30
3618,11,30,25,37
3619,28,27,4,47
3620,45,29,2,42
3621,19,22,16,2
3622,0,5,16,6
3623,1,41,48,1
3624,12,34,37,29
3625,35,48,11,9
3626,11,35,50,16
3627,20,5,20,49
3628,36,45,50,3
3629,30,10,3,22
3630,4,6,10,2
3631,46,1,29,8
3632,13,4,42,31
3633,19,14,33,42
3634,20,37,2,30
3635,27,1,16,11
3636,23,2,7,38
3637,49,48,1,24
3638,46,19,10,39
3639,40,44,3,17
3640,42,24,34,37
3641,3,24,38,44
3642,49,46,28,4
3643,5,1,22,5
3644,42,37,40,9
3645,30,4,39,28
3646,29,11,42,32
3647,5,16,7,44
3648,23,27,38,22
3649,2,12,3,25
3650,21,18,37,35
3651,45,26,22,30
3652,25,23,45,49
3653,13,32,31,29
3654,9,18,4,24
3655,18,47,0,36
3656,32,10,18,3
3657,0,0,17,49
3658,18,21,6,8
3659,21,14,27,20
3660,3,48,1,0
3661,30,48,26,9
3662,50,24,8,1
3663,22,17,7,49
3664,4,10,49,48
3665,32,28,39,46
3666,8,35,4,37
3667,31,39,7,6
3668,19,21,21,14
3669,3,16,6,26
3670,1,34,50,8
3671,28,33,29,8
3672,37,19,45,44
3673,12,25,24,45
3674,22,43,7,0
3675,10,17,8,18
3676,5,30,2,46
3677,34,33,36,37
3678,33,4,44,0
3679,45,30,50,4
3680,2,7,36,16
3681,7,27,38,9
3682,19,34,30,21
3683,4,14,37,39
3684,24,24,15,8
3685,9,32,24,37
3686,9,12,16,22
3687,21,37,31,19
3688,24,49,23,33
3689,4,34,2,27
3690,3,32,47,9
3691,9,17,24,23
3692,38,26,41,36
3693,18,8,44,15
3694,21,21,44,20
3695,38,41,18,13
3696,26,18,45,40
3697,12,28,14,16
3698,27,13,28,12
3699,37,32,33,31
3700,33,23,22,28
3701,19,0,44,7
3702,25,4,7,19
3703,33,34,32,24
3704,18,5,37,22
3705,35,5,32,15
3706,2,6,18,1
3707,26,28,0,35
3708,47,17,38,33
3709,31,43,44,36
3710,5,38,38,28
3711,22,30,49,12
3712,2,50,36,30
3713,43,30,9,50
3714,49,24,43,36
3715,2,12,9,14
3716,35,9,49,36
3717,43,13,45,46
3718,14,43,44,25
3719,24,5,5,21
3720,21,32,49,5
3721,17,12,45,9
3722,4,37,21,3
3723,28,5,33,33
3724,18,32,8,30
3725,19,35,28,5
3726,36,48,47,36
3727,34,10,3,0
3728,27,0,21,30
3729,7,15,17,9
3730,26,18,49,21
3731,42,34,45,8
3732,29,31,9,13
3733,20,41,50,20
3734,33,3,50,10
3735,31,20,10,4
3736,5,39,39,49
3737,4,42,17,22
3738,30,46,41,23
3739,3,32,41,26
3740,6,7,46,28
3741,3,7,13,14
3742,17,7,38,15
3743,22,40,35,0
3744,0,36,21,29
3745,44,25,17,35
3746,11,40,9,44
3747,41,12,22,11
3748,45,26,47,36
3749,13,21,34,11
3750,4,49,37,10
3751,8,25,6,15
3752,40,39,17,36
3753,37,15,14,10
3754,13,47,5,9
3755,44,39,28,41
3756,37,37,21,16
3757,13,43,43,21
3758,24,10,29,32
3759,1,31,20,50
3760,13,27,45,24
3761,38,47,45,4
3762,44,24,18,9
3763,31,22,9,19
3764,5,24,8,36
3765,3,31,21,0
3766,46,14,25,45
3767,7,0,19,46
3768,28,26,48,1
3769,31,44,24,21
3770,30,42,30,50
3771,33,11,7,41
3772,32,50,44,19
3773,33,31,38,0
3774,30,25,5,27
3775,18,50,30,50
3776,50,46,0,43
3777,49,35,15,40
3778,26,8,44,39
3779,22,19,47,17
3780,23,27,44,40
3781,31,48,19,49
3782,12,43,22,40
3783,30,17,31,43
3784,18,0,15,17
3785,1,15,46,16
3786,41,35,43,31
3787,50,22,16,24
3788,23,21,1,27
3789,20,19,8,40
3790,0,30,0,39
3791,36,25,29,35
3792,32,20,36,41
3793,29,12,8,32
3794,43,30,3,46
3795,38,48,28,27
3796,38,19,32,2
3797,11,37,50,3
3798,40,27,8,38
3799,46,39,21,44
3800,35,0,49,46
3801,25,24,26,34
3802,1,38,6,7
3803,33,45,28,2
3804,42,12,44,48
3805,35,4,46,50
3806,26,1,41,28
3807,40,48,7,29
3808,19,48,46,22
3809,29,0,43,6
3810,40,3,48,22
3811,0,10,9,44
3812,3,17,10,46
3813,7,27,5,28
3814,43,8,23,2
3815,15,42,5,28
3816,37,0,31,10
3817,24,34,7,17
3818,8,0,19,47
3819,40,22,37,7
3820,41,49,34,10
3821,36,42,4,37
3822,40,11,15,40
3823,29,2,45,43
3824,13,31,5,41
3825,39,6,33,47
3826,40,36,11,32
3827,47,3,31,25
3828,28,38,44,39
3829,45,12,15,42
3830,45,38,21,20
3831,47,49,5,45
3832,9,12,23,34
3833,24,20,44,23
3834,31,33,1,37
3835,44,36,11,46
3836,18,17,2,34
3837,5,30,21,37
3838,33,40,13,42
3839,36,44,35,32
3840,20,50,11,18
3841,50,37,17,40
3842,23,31,17,21
3843,10,12,29,32
3844,16,18,49,48
3845,39,32,13,44
3846,0,27,43,5
3847,36,39,31,7
3848,11,47,19,11
3849,20,7,47,26
3850,3,23,38,29
3851,47,2,25,1
3852,2,19,22,30
3853,38,3,18,15
3854,5,49,6,22
3855,17,41,39,17
3856,15,15,35,33
3857,8,0,15,31
3858,7,38,14,33
3859,2,15,32,0
3860,9,35,37,29
3861,40,30,31,3
3862,48,39,9,7
3863,36,5,38,21
3864,4,45,16,5
3865,31,9,46,11
3866,11,32,30,22
3867,47,6,26,14
3868,8,27,37,44
3869,3,23,43,48
3870,20,40,50,9
3871,33,24,30,22
3872,27,15,27,1
3873,47,18,30,27
3874,48,13,12,44
3875,37,12,45,47
3876,2,4,22,10
3877,30,20,40,15
3878,3,6,33,8
3879,6,7,1,43
3880,6,14,7,9
3881,38,21,1,27
3882,4,38,12,13
3883,27,43,34,9
3884,37,4,45,49
3885,37,40,18,25
3886,38,17,10,18
3887,20,35,20,50
